MIASTO;Region;KOD;KIER;ULICA;P_OD;P_DO;N_OD;N_DO;POD;NOD
FAL CICE;MAZOWIECKIE;26-803;048;;;;;;     0 ;     0 
FAL CICKA WOLA;MAZOWIECKIE;26-803;048;;;;;;     0 ;     0 
FAL CIN;MAZOWIECKIE;05-840;022;;;;;;     0 ;     0 
FAL CIN;MAZOWIECKIE;09-431;024;;;;;;     0 ;     0 
FAL CIN;MAZOWIECKIE;05-604;048;;;;;;     0 ;     0 
FAMU£KI BROCHOWSKIE;MAZOWIECKIE;05-085;022;;;;;;     0 ;     0 
FAMU£KI KR”LEWSKIE;MAZOWIECKIE;05-089;022;;;;;;     0 ;     0 
FAUSTYNOWO;MAZOWIECKIE;06-450;023;;;;;;     0 ;     0 
FELCIN;MAZOWIECKIE;09-317;023;;;;;;     0 ;     0 
FELICJAN”W;MAZOWIECKIE;97-140;046;;;;;;     0 ;     0 
FELIKSIN;MAZOWIECKIE;08-442;025;;;;;;     0 ;     0 
FELIKS”W;MAZOWIECKIE;09-551;024;;;;;;     0 ;     0 
FRANCISZKOWO;MAZOWIECKIE;09-300;023;;;;;;     0 ;     0 
FRANCISZK”W;MAZOWIECKIE;96-315;042;;;;;;     0 ;     0 
FRANCISZK”W;MAZOWIECKIE;05-850;022;;;;;;     0 ;     0 
FRANCISZK”W;MAZOWIECKIE;05-650;048;;;;;;     0 ;     0 
FRANCISZK”W;MAZOWIECKIE;05-240;022;;;;;;     0 ;     0 
GACZYSKA;MAZOWIECKIE;06-320;023;;;;;;     0 ;     0 
GADKA;MAZOWIECKIE;05-340;025;;;;;;     0 ;     0 
GADOMSKIE;MAZOWIECKIE;07-430;029;;;;;;     0 ;     0 
GAJ;MAZOWIECKIE;07-230;029;;;;;;     0 ;     0 
GAJ;MAZOWIECKIE;06-123;023;;;;;;     0 ;     0 
GAJ SKARYSZEW;MAZOWIECKIE;26-640;048;;;;;;     0 ;     0 
GALOMIN;MAZOWIECKIE;09-104;023;;;;;;     0 ;     0 
GA£KI;MAZOWIECKIE;07-108;025;;;;;;     0 ;     0 
GARBATKA LETNISKO;MAZOWIECKIE;26-930;048;;;;;;     0 ;     0 
GARLINO K CIECHANOWA;MAZOWIECKIE;06-518;023;;;;;;     0 ;     0 
GARLINO KOMUNINO;MAZOWIECKIE;06-518;023;;;;;;     0 ;     0 
GARLINO RACIBORY;MAZOWIECKIE;06-518;023;;;;;;     0 ;     0 
GARLINO ZALESIE;MAZOWIECKIE;06-518;023;;;;;;     0 ;     0 
GARNO;MAZOWIECKIE;26-625;048;;;;;;     0 ;     0 
GARNOWO DUØE GO£YMIN;MAZOWIECKIE;06-420;023;;;;;;     0 ;     0 
GARNOWO STARE GO£YMIN;MAZOWIECKIE;06-420;023;;;;;;     0 ;     0 
GARWOLEWO;MAZOWIECKIE;09-445;024;;;;;;     0 ;     0 
GARWOLIN;MAZOWIECKIE;08-400;025;;;;;;     0 ;     0 
GARWOLIN;MAZOWIECKIE;08-410;025;;;;;;     0 ;     0 
GASSY;MAZOWIECKIE;05-510;022;;;;;;     0 ;     0 
GAWARTOWA WOLA;MAZOWIECKIE;05-085;022;;;;;;     0 ;     0 
GAW£OWO;MAZOWIECKIE;09-132;023;;;;;;     0 ;     0 
G•BA;MAZOWIECKIE;96-320;042;;;;;;     0 ;     0 
G•BIN;MAZOWIECKIE;09-530;024;;;;;;     0 ;     0 
G•SAWY PLEBA—SKIE;MAZOWIECKIE;26-502;048;;;;;;     0 ;     0 
G•SEWO;MAZOWIECKIE;06-213;023;;;;;;     0 ;     0 
G•SEWO NOWE;MAZOWIECKIE;06-213;023;;;;;;     0 ;     0 
G•SEWO PODUCHOWNE;MAZOWIECKIE;06-213;023;;;;;;     0 ;     0 
G•SIOROWO;MAZOWIECKIE;07-323;029;;;;;;     0 ;     0 
G•SIOROWO;MAZOWIECKIE;05-140;022;;;;;;     0 ;     0 
G•SKI;MAZOWIECKIE;06-400;023;;;;;;     0 ;     0 
G•SOCIN;MAZOWIECKIE;06-440;023;;;;;;     0 ;     0 
G BARZ”W;MAZOWIECKIE;26-643;048;;;;;;     0 ;     0 
G SIA W”LKA;MAZOWIECKIE;08-454;025;;;;;;     0 ;     0 
GIBA£KA;MAZOWIECKIE;07-402;029;;;;;;     0 ;     0 
GIEDNIA;MAZOWIECKIE;06-516;023;;;;;;     0 ;     0 
GIELNI”W;MAZOWIECKIE;26-434;048;;;;;;     0 ;     0 
GIE£CZYN;MAZOWIECKIE;06-445;023;;;;;;     0 ;     0 
GIE£CZYNEK;MAZOWIECKIE;06-445;023;;;;;;     0 ;     0 
GIE£Z”W;MAZOWIECKIE;26-417;048;;;;;;     0 ;     0 
GIL”WKA;MAZOWIECKIE;09-535;024;;;;;;     0 ;     0 
GIØYCE;MAZOWIECKIE;96-522;046;;;;;;     0 ;     0 
GIØYCZKI;MAZOWIECKIE;96-522;046;;;;;;     0 ;     0 
GIØYN;MAZOWIECKIE;06-446;023;;;;;;     0 ;     0 
GIØYNEK;MAZOWIECKIE;06-446;023;;;;;;     0 ;     0 
GIØYNO;MAZOWIECKIE;09-230;024;;;;;;     0 ;     0 
GLEBA;MAZOWIECKIE;07-422;029;;;;;;     0 ;     0 
GLINA;MAZOWIECKIE;07-320;029;;;;;;     0 ;     0 
GLINA;MAZOWIECKIE;27-330;048;;;;;;     0 ;     0 
GLINA;MAZOWIECKIE;05-430;022;;;;;;     0 ;     0 
GLINIANKA;MAZOWIECKIE;05-408;022;;;;;;     0 ;     0 
GLINIEC;MAZOWIECKIE;26-400;048;;;;;;     0 ;     0 
GLINKI;MAZOWIECKIE;05-480;022;;;;;;     0 ;     0 
GLINNO;MAZOWIECKIE;09-442;024;;;;;;     0 ;     0 
GLINOJECK;MAZOWIECKIE;06-450;023;;;;;;     0 ;     0 
G£ADCZYN RZ•DOWY;MAZOWIECKIE;07-214;029;;;;;;     0 ;     0 
G£ADCZYN SZLACHECKI;MAZOWIECKIE;07-214;029;;;;;;     0 ;     0 
G£AØEWO åWI SZKI;MAZOWIECKIE;06-231;023;;;;;;     0 ;     0 
G£ BOKA;MAZOWIECKIE;09-316;023;;;;;;     0 ;     0 
G£ BOKA DROGA;MAZOWIECKIE;26-400;048;;;;;;     0 ;     0 
G£ODOWO;MAZOWIECKIE;06-100;023;;;;;;     0 ;     0 
G£ODOWO WIELKIE;MAZOWIECKIE;06-130;023;;;;;;     0 ;     0 
G£OSK”W;MAZOWIECKIE;08-412;025;;;;;;     0 ;     0 
G£OSK”W;MAZOWIECKIE;05-503;022;;;;;;     0 ;     0 
G£OWACZ”W;MAZOWIECKIE;26-903;048;;;;;;     0 ;     0 
G£”WCZYN;MAZOWIECKIE;05-640;048;;;;;;     0 ;     0 
G£”WCZYN;MAZOWIECKIE;09-455;024;;;;;;     0 ;     0 
G£”WINA;MAZOWIECKIE;09-414;024;;;;;;     0 ;     0 
G£UCH”W;MAZOWIECKIE;08-140;025;;;;;;     0 ;     0 
G£UCH”W;MAZOWIECKIE;05-600;048;;;;;;     0 ;     0 
G£UCH”WEK;MAZOWIECKIE;08-140;025;;;;;;     0 ;     0 
G£UCHY;MAZOWIECKIE;07-230;029;;;;;;     0 ;     0 
G£UDNA;MAZOWIECKIE;05-621;048;;;;;;     0 ;     0 
G£UPIANKA;MAZOWIECKIE;05-340;025;;;;;;     0 ;     0 
G£USIEC;MAZOWIECKIE;26-931;048;;;;;;     0 ;     0 
G£USK;MAZOWIECKIE;05-155;022;;;;;;     0 ;     0 
G£USZYNA;MAZOWIECKIE;26-415;048;;;;;;     0 ;     0 
G£UØEK;MAZOWIECKIE;06-541;023;;;;;;     0 ;     0 
GNATY WIEå;MAZOWIECKIE;06-120;023;;;;;;     0 ;     0 
GNIAZDK”W;MAZOWIECKIE;27-312;048;;;;;;     0 ;     0 
GNIAZDOWO;MAZOWIECKIE;07-303;029;;;;;;     0 ;     0 
GNIEJEWICE;MAZOWIECKIE;05-604;048;;;;;;     0 ;     0 
GNIEWOSZ”W;MAZOWIECKIE;26-920;048;;;;;;     0 ;     0 
GNOJNO;MAZOWIECKIE;06-100;023;;;;;;     0 ;     0 
GOC£AW;MAZOWIECKIE;08-440;025;;;;;;     0 ;     0 
GOC£AW;MAZOWIECKIE;00-900;022;;;;;;     0 ;     0 
GOC£AWEK;MAZOWIECKIE;00-900;022;;;;;;     0 ;     0 
GOC£Y;MAZOWIECKIE;07-407;029;;;;;;     0 ;     0 
GODACZE;MAZOWIECKIE;06-408;023;;;;;;     0 ;     0 
GODLEWO BA∆KI;MAZOWIECKIE;07-325;029;;;;;;     0 ;     0 
GODLEWO £UBY;MAZOWIECKIE;07-325;029;;;;;;     0 ;     0 
GODLEWO MIERNIKI;MAZOWIECKIE;07-321;029;;;;;;     0 ;     0 
GODLEWO MILEWEK;MAZOWIECKIE;07-321;029;;;;;;     0 ;     0 
GODZIMIERZ;MAZOWIECKIE;05-646;048;;;;;;     0 ;     0 
GODZISZ;MAZOWIECKIE;08-460;025;;;;;;     0 ;     0 
GOGOLE WIELKIE GO£YMIN;MAZOWIECKIE;06-420;023;;;;;;     0 ;     0 
GOLANKA;MAZOWIECKIE;07-420;029;;;;;;     0 ;     0 
GOLANY;MAZOWIECKIE;06-411;023;;;;;;     0 ;     0 
GOL•DKOWO;MAZOWIECKIE;06-120;023;;;;;;     0 ;     0 
GOLE;MAZOWIECKIE;96-314;042;;;;;;     0 ;     0 
GOLEJEWO;MAZOWIECKIE;09-213;024;;;;;;     0 ;     0 
GOLESZYN;MAZOWIECKIE;09-211;024;;;;;;     0 ;     0 
GOL DZIN;MAZOWIECKIE;26-652;048;;;;;;     0 ;     0 
GOL DZIN”W;MAZOWIECKIE;00-900;022;;;;;;     0 ;     0 
GOLICE;MAZOWIECKIE;08-104;025;;;;;;     0 ;     0 
GO£AWICE DRUGIE;MAZOWIECKIE;05-180;022;;;;;;     0 ;     0 
GO£AWICE PIERWSZE;MAZOWIECKIE;05-180;022;;;;;;     0 ;     0 
GO£AWIN;MAZOWIECKIE;09-145;023;;;;;;     0 ;     0 
GO£•BEK;MAZOWIECKIE;08-114;025;;;;;;     0 ;     0 
GO£•BKI;MAZOWIECKIE;00-900;022;;;;;;     0 ;     0 
GO£ BIE;MAZOWIECKIE;06-150;023;;;;;;     0 ;     0 
GO£ BI”WKA;MAZOWIECKIE;05-310;025;;;;;;     0 ;     0 
GO£K”W;MAZOWIECKIE;05-500;022;;;;;;     0 ;     0 
GO£OSZE;MAZOWIECKIE;05-620;048;;;;;;     0 ;     0 
GO£USZYN;MAZOWIECKIE;09-321;023;;;;;;     0 ;     0 
GO£YMIN;MAZOWIECKIE;06-420;023;;;;;;     0 ;     0 
GO£YMIN OåRODEK GO£YMIN;MAZOWIECKIE;06-420;023;;;;;;     0 ;     0 
GO£YMIN-OåRODEK;MAZOWIECKIE;06-420;023;;;;;;     0 ;     0 
GO—CZYCE;MAZOWIECKIE;08-405;025;;;;;;     0 ;     0 
GORY—;MAZOWIECKIE;26-622;048;;;;;;     0 ;     0 
GORYSZE;MAZOWIECKIE;06-400;023;;;;;;     0 ;     0 
GORZECHOWO;MAZOWIECKIE;09-414;024;;;;;;     0 ;     0 
GORZECH”WKO;MAZOWIECKIE;09-416;024;;;;;;     0 ;     0 
GORZEWO;MAZOWIECKIE;09-504;024;;;;;;     0 ;     0 
GORZEWO;MAZOWIECKIE;09-200;024;;;;;;     0 ;     0 
GORZKIEWKI;MAZOWIECKIE;00-900;022;;;;;;     0 ;     0 
GOSTKOWO;MAZOWIECKIE;07-215;029;;;;;;     0 ;     0 
GOSTKOWO;MAZOWIECKIE;06-311;023;;;;;;     0 ;     0 
GOSTKOWO;MAZOWIECKIE;07-324;029;;;;;;     0 ;     0 
GOSTOMIA;MAZOWIECKIE;05-645;048;;;;;;     0 ;     0 
GOSTOMIN;MAZOWIECKIE;06-450;023;;;;;;     0 ;     0 
GOSTYNIN;MAZOWIECKIE;09-500;024;;;;;;     0 ;     0 
GOSTYNIN KRUK;MAZOWIECKIE;09-502;024;;;;;;     0 ;     0 
GOSZCZEWICE;MAZOWIECKIE;26-650;048;;;;;;     0 ;     0 
GOSZCZYCE åREDNIE;MAZOWIECKIE;09-104;023;;;;;;     0 ;     0 
GOSZCZYN;MAZOWIECKIE;05-610;048;;;;;;     0 ;     0 
GOåCIEJEWO;MAZOWIECKIE;06-423;023;;;;;;     0 ;     0 
GOåCIMIN WIELKI;MAZOWIECKIE;09-120;023;;;;;;     0 ;     0 
GOåCISZKA;MAZOWIECKIE;09-310;023;;;;;;     0 ;     0 
GOåCISZKA BARAKI;MAZOWIECKIE;09-311;023;;;;;;     0 ;     0 
GOåLICE;MAZOWIECKIE;09-422;024;;;;;;     0 ;     0 
GOåNIEWICE;MAZOWIECKIE;05-660;048;;;;;;     0 ;     0 
GOTARDY;MAZOWIECKIE;06-124;023;;;;;;     0 ;     0 
GOWOROWO;MAZOWIECKIE;09-447;024;;;;;;     0 ;     0 
GOWOROWO;MAZOWIECKIE;07-440;029;;;;;;     0 ;     0 
GOZDAWA;MAZOWIECKIE;27-322;048;;;;;;     0 ;     0 
GOZDOWO;MAZOWIECKIE;09-213;024;;;;;;     0 ;     0 
GOZDY;MAZOWIECKIE;09-228;024;;;;;;     0 ;     0 
GOèDZIK;MAZOWIECKIE;08-404;025;;;;;;     0 ;     0 
GOØDZI”WKA;MAZOWIECKIE;05-305;025;;;;;;     0 ;     0 
G”JSK;MAZOWIECKIE;09-216;024;;;;;;     0 ;     0 
G”JSZCZ;MAZOWIECKIE;05-320;025;;;;;;     0 ;     0 
G”RA;MAZOWIECKIE;05-124;022;;;;;;     0 ;     0 
G”RA;MAZOWIECKIE;09-431;024;;;;;;     0 ;     0 
G”RA K P£OCKA;MAZOWIECKIE;09-431;024;;;;;;     0 ;     0 
G”RA KALWARIA;MAZOWIECKIE;05-530;022;;;;;;     0 ;     0 
G”RA KALWARIA;MAZOWIECKIE;05-531;022;;;;;;     0 ;     0 
G”RASZKA;MAZOWIECKIE;05-462;022;;;;;;     0 ;     0 
G”RCE;MAZOWIECKIE;00-900;022;;;;;;     0 ;     0 
G”RKI;MAZOWIECKIE;08-210;057;;;;;;     0 ;     0 
G”RKI;MAZOWIECKIE;08-445;025;;;;;;     0 ;     0 
G”RKI;MAZOWIECKIE;08-442;025;;;;;;     0 ;     0 
G”RKI;MAZOWIECKIE;09-522;024;;;;;;     0 ;     0 
G”RKI;MAZOWIECKIE;05-311;025;;;;;;     0 ;     0 
G”RKI;MAZOWIECKIE;05-156;022;;;;;;     0 ;     0 
G”RKI;MAZOWIECKIE;05-089;022;;;;;;     0 ;     0 
G”RKI BORZE;MAZOWIECKIE;07-120;025;;;;;;     0 ;     0 
G”RKI DUØE;MAZOWIECKIE;06-120;023;;;;;;     0 ;     0 
G”RKI GRUBAKI;MAZOWIECKIE;07-120;025;;;;;;     0 ;     0 
G”RKI KAMPINOSKIE;MAZOWIECKIE;05-156;022;;;;;;     0 ;     0 
G”RKI PRZESMYKI;MAZOWIECKIE;08-109;025;;;;;;     0 ;     0 
G”RNA WOLA JEDLI—SK;MAZOWIECKIE;26-660;048;;;;;;     0 ;     0 
G”RY;MAZOWIECKIE;09-400;024;;;;;;     0 ;     0 
G”RY;MAZOWIECKIE;07-442;029;;;;;;     0 ;     0 
G”RY;MAZOWIECKIE;26-803;048;;;;;;     0 ;     0 
G”RY;MAZOWIECKIE;05-306;025;;;;;;     0 ;     0 
G”RY;MAZOWIECKIE;09-211;024;;;;;;     0 ;     0 
G”RY SKIERDOWSKIE;MAZOWIECKIE;00-900;022;;;;;;     0 ;     0 
G”RZNO;MAZOWIECKIE;08-404;025;;;;;;     0 ;     0 
G”RZNO K GARWOLINA;MAZOWIECKIE;08-404;025;;;;;;     0 ;     0 
G”ZD;MAZOWIECKIE;05-340;025;;;;;;     0 ;     0 
G”ZD;MAZOWIECKIE;08-412;025;;;;;;     0 ;     0 
G”ZD;MAZOWIECKIE;26-634;048;;;;;;     0 ;     0 
G”ZD;MAZOWIECKIE;26-634;048;;;;;;     0 ;     0 
G”ZD K RADOMIA;MAZOWIECKIE;26-634;048;;;;;;     0 ;     0 
GRABIAN”W;MAZOWIECKIE;08-100;025;;;;;;     0 ;     0 
GRABIE POLSKIE;MAZOWIECKIE;09-522;024;;;;;;     0 ;     0 
GRABINA;MAZOWIECKIE;08-450;025;;;;;;     0 ;     0 
GRABINA;MAZOWIECKIE;09-440;024;;;;;;     0 ;     0 
GRABNIAK;MAZOWIECKIE;05-307;025;;;;;;     0 ;     0 
GRABOWA;MAZOWIECKIE;26-414;048;;;;;;     0 ;     0 
GRABOWA;MAZOWIECKIE;26-411;048;;;;;;     0 ;     0 
GRABOWCE DOLNE;MAZOWIECKIE;08-503;025;;;;;;     0 ;     0 
GRABOWCE G”RNE;MAZOWIECKIE;08-503;025;;;;;;     0 ;     0 
GRABOWIEC;MAZOWIECKIE;06-456;023;;;;;;     0 ;     0 
GRABOWIEC;MAZOWIECKIE;08-107;025;;;;;;     0 ;     0 
GRABOWIEC;MAZOWIECKIE;09-533;024;;;;;;     0 ;     0 
GRABOWIEC K STARACHOWIC;MAZOWIECKIE;27-352;048;;;;;;     0 ;     0 
GRABOWO;MAZOWIECKIE;09-226;024;;;;;;     0 ;     0 
GRABOWO;MAZOWIECKIE;07-440;029;;;;;;     0 ;     0 
GRABOWO SKORUPKI;MAZOWIECKIE;06-317;023;;;;;;     0 ;     0 
GRABOWSKA WOLA;MAZOWIECKIE;26-414;048;;;;;;     0 ;     0 
GRABOWSKA WOLA;MAZOWIECKIE;26-902;048;;;;;;     0 ;     0 
GRAB”W;MAZOWIECKIE;00-900;022;;;;;;     0 ;     0 
GRAB”W N PILIC•;MAZOWIECKIE;26-902;048;;;;;;     0 ;     0 
GRAB”W N WIS£•;MAZOWIECKIE;26-703;048;;;;;;     0 ;     0 
GRAB”W RYCKI;MAZOWIECKIE;08-503;025;;;;;;     0 ;     0 
GRAB”W STARY;MAZOWIECKIE;26-703;048;;;;;;     0 ;     0 
GRAB”W SZLACHECKI;MAZOWIECKIE;08-503;025;;;;;;     0 ;     0 
GRAB”WEK;MAZOWIECKIE;07-416;029;;;;;;     0 ;     0 
GRAB”WEK;MAZOWIECKIE;00-900;022;;;;;;     0 ;     0 
GRABSZCZYZNA;MAZOWIECKIE;07-150;025;;;;;;     0 ;     0 
GRAD”W;MAZOWIECKIE;96-513;046;;;;;;     0 ;     0 
GRADZANOWO KOåCIELNE;MAZOWIECKIE;09-135;023;;;;;;     0 ;     0 
GRADZANOWO W£OåCIA—SKIE;MAZOWIECKIE;06-540;023;;;;;;     0 ;     0 
GRADZANOWO ZB SKIE;MAZOWIECKIE;06-540;023;;;;;;     0 ;     0 
GRALA D•BROWIZNA;MAZOWIECKIE;08-114;025;;;;;;     0 ;     0 
GRALE;MAZOWIECKIE;07-420;029;;;;;;     0 ;     0 
GRALEWO;MAZOWIECKIE;09-166;023;;;;;;     0 ;     0 
GRANICA;MAZOWIECKIE;05-085;022;;;;;;     0 ;     0 
GRANICA;MAZOWIECKIE;05-806;022;;;;;;     0 ;     0 
GRANICE;MAZOWIECKIE;96-515;046;;;;;;     0 ;     0 
GR•BIEC;MAZOWIECKIE;09-205;024;;;;;;     0 ;     0 
GR•DY;MAZOWIECKIE;07-311;029;;;;;;     0 ;     0 
GR•DY;MAZOWIECKIE;06-212;023;;;;;;     0 ;     0 
GR•DY;MAZOWIECKIE;05-084;022;;;;;;     0 ;     0 
GR•DY;MAZOWIECKIE;07-319;029;;;;;;     0 ;     0 
GR•DY;MAZOWIECKIE;09-320;023;;;;;;     0 ;     0 
GR•DY SZLACHECKIE;MAZOWIECKIE;07-210;029;;;;;;     0 ;     0 
GR•DZKIE;MAZOWIECKIE;07-438;029;;;;;;     0 ;     0 
GRECH”W;MAZOWIECKIE;27-350;048;;;;;;     0 ;     0 
GR BISZEW;MAZOWIECKIE;05-331;025;;;;;;     0 ;     0 
GR BKI;MAZOWIECKIE;07-311;029;;;;;;     0 ;     0 
GR BK”W;MAZOWIECKIE;07-110;025;;;;;;     0 ;     0 
GR BK”W;MAZOWIECKIE;07-110;025;;;;;;     0 ;     0 
GR BK”W K KA£USZYNA;MAZOWIECKIE;07-110;025;;;;;;     0 ;     0 
GR DZICE;MAZOWIECKIE;06-400;023;;;;;;     0 ;     0 
GR DZICE;MAZOWIECKIE;07-324;029;;;;;;     0 ;     0 
GR Z”W;MAZOWIECKIE;08-130;025;;;;;;     0 ;     0 
GROBICE;MAZOWIECKIE;05-650;048;;;;;;     0 ;     0 
GROCHOWA;MAZOWIECKIE;05-500;022;;;;;;     0 ;     0 
GROCH”W;MAZOWIECKIE;00-900;022;;;;;;     0 ;     0 
GROCH”W K SOKO£OWA PODL;MAZOWIECKIE;08-313;025;;;;;;     0 ;     0 
GROCH”W K SOKO£OWA PODLASKIEGO;MAZOWIECKIE;08-313;025;;;;;;     0 ;     0 
GROCH”W SZLACHECKI;MAZOWIECKIE;08-313;025;;;;;;     0 ;     0 
GROCH”WKA;MAZOWIECKIE;08-111;025;;;;;;     0 ;     0 
GRODKOWO ZAWISZE;MAZOWIECKIE;09-211;024;;;;;;     0 ;     0 
GRODZICZNO;MAZOWIECKIE;07-207;029;;;;;;     0 ;     0 
GRODZIEC K P£O—SKA;MAZOWIECKIE;09-151;023;;;;;;     0 ;     0 
GRODZISK;MAZOWIECKIE;08-106;025;;;;;;     0 ;     0 
GRODZISK;MAZOWIECKIE;07-200;029;;;;;;     0 ;     0 
GRODZISK;MAZOWIECKIE;05-320;025;;;;;;     0 ;     0 
GRODZISK;MAZOWIECKIE;08-331;025;;;;;;     0 ;     0 
GRODZISK;MAZOWIECKIE;00-900;022;;;;;;     0 ;     0 
GRODZISK DUØY;MAZOWIECKIE;07-407;029;;;;;;     0 ;     0 
GRODZISK MA£Y;MAZOWIECKIE;07-440;029;;;;;;     0 ;     0 
GRODZISK MAZOWIECKI;MAZOWIECKIE;05-826;022;;;;;;     0 ;     0 
GRODZISK MAZOWIECKI;MAZOWIECKIE;05-825;022;;;;;;     0 ;     0 
GRODZISKA;MAZOWIECKIE;09-505;024;;;;;;     0 ;     0 
GROSZOWICE;MAZOWIECKIE;26-630;048;;;;;;     0 ;     0 
GROSZ”WKA;MAZOWIECKIE;05-075;022;;;;;;     0 ;     0 
GROTKI;MAZOWIECKIE;26-807;048;;;;;;     0 ;     0 
GROTY;MAZOWIECKIE;00-900;022;;;;;;     0 ;     0 
GR”DEK;MAZOWIECKIE;08-304;025;;;;;;     0 ;     0 
GR”DEK RZ•DOWY;MAZOWIECKIE;07-213;029;;;;;;     0 ;     0 
GR”JEC;MAZOWIECKIE;05-600;048;;;;;;     0 ;     0 
GRUBALE;MAZOWIECKIE;08-141;025;;;;;;     0 ;     0 
GRUCELE;MAZOWIECKIE;07-405;029;;;;;;     0 ;     0 
GRUDUSK;MAZOWIECKIE;06-460;023;;;;;;     0 ;     0 
GRUDZKOWOLA;MAZOWIECKIE;05-600;048;;;;;;     0 ;     0 
GRUSZCZYN;MAZOWIECKIE;27-300;048;;;;;;     0 ;     0 
GRUSZCZYNO;MAZOWIECKIE;07-104;025;;;;;;     0 ;     0 
GRZEBOWILK;MAZOWIECKIE;08-440;025;;;;;;     0 ;     0 
GRZEBOWILK;MAZOWIECKIE;05-331;025;;;;;;     0 ;     0 
GRZEBSK;MAZOWIECKIE;06-513;023;;;;;;     0 ;     0 
GRZEGORZEWICE;MAZOWIECKIE;96-311;042;;;;;;     0 ;     0 
GRZ DY;MAZOWIECKIE;05-555;022;;;;;;     0 ;     0 
GRZMI•CA;MAZOWIECKIE;96-311;042;;;;;;     0 ;     0 
GRZYBOWA;MAZOWIECKIE;05-075;022;;;;;;     0 ;     0 
GRZYBOWO;MAZOWIECKIE;06-514;023;;;;;;     0 ;     0 
GRZYBOWO;MAZOWIECKIE;06-461;023;;;;;;     0 ;     0 
GRZYBOWO;MAZOWIECKIE;09-136;023;;;;;;     0 ;     0 
GRZYB”W;MAZOWIECKIE;26-910;048;;;;;;     0 ;     0 
GRZYB”W;MAZOWIECKIE;08-220;057;;;;;;     0 ;     0 
GRZYB”W;MAZOWIECKIE;09-533;024;;;;;;     0 ;     0 
GRZYMA£Y;MAZOWIECKIE;08-330;025;;;;;;     0 ;     0 
GULCZEWO;MAZOWIECKIE;07-203;029;;;;;;     0 ;     0 
GULCZEWO NOWE;MAZOWIECKIE;09-472;024;;;;;;     0 ;     0 
GULIN;MAZOWIECKIE;26-652;048;;;;;;     0 ;     0 
GUMOWO;MAZOWIECKIE;07-303;029;;;;;;     0 ;     0 
GUMOWO;MAZOWIECKIE;09-164;023;;;;;;     0 ;     0 
GUSIN;MAZOWIECKIE;08-443;025;;;;;;     0 ;     0 
GUSTAW”W;MAZOWIECKIE;27-312;048;;;;;;     0 ;     0 
GUSTAW”W JEDLI—SK;MAZOWIECKIE;26-660;048;;;;;;     0 ;     0 
GUTKOWO;MAZOWIECKIE;09-134;023;;;;;;     0 ;     0 
GUTK”W;MAZOWIECKIE;06-440;023;;;;;;     0 ;     0 
GUTY;MAZOWIECKIE;05-140;022;;;;;;     0 ;     0 
GUTY BUJNO;MAZOWIECKIE;07-304;029;;;;;;     0 ;     0 
GUTY DUØE;MAZOWIECKIE;07-425;029;;;;;;     0 ;     0 
GUZEW;MAZOWIECKIE;05-320;025;;;;;;     0 ;     0 
GUZEW;MAZOWIECKIE;09-530;024;;;;;;     0 ;     0 
GUZOWATKA;MAZOWIECKIE;06-327;023;;;;;;     0 ;     0 
GUZ”W;MAZOWIECKIE;96-317;042;;;;;;     0 ;     0 
GUZ”W KOLONIA;MAZOWIECKIE;26-681;048;;;;;;     0 ;     0 
GUZ”W OSADA;MAZOWIECKIE;96-317;042;;;;;;     0 ;     0 
GWAREK;MAZOWIECKIE;26-400;048;;;;;;     0 ;     0 
GWIZDA£Y;MAZOWIECKIE;07-130;025;;;;;;     0 ;     0 
GZOWICE;MAZOWIECKIE;26-630;048;;;;;;     0 ;     0 
GZOWO;MAZOWIECKIE;06-114;023;;;;;;     0 ;     0 
GZY;MAZOWIECKIE;06-126;023;;;;;;     0 ;     0 
GZY WIåNIOWA;MAZOWIECKIE;06-126;023;;;;;;     0 ;     0 
HABDZIN;MAZOWIECKIE;05-510;022;;;;;;     0 ;     0 
HADYN”W;MAZOWIECKIE;08-200;057;;;;;;     0 ;     0 
HALIN”W;MAZOWIECKIE;09-551;024;;;;;;     0 ;     0 
HALIN”W;MAZOWIECKIE;05-074;022;;;;;;     0 ;     0 
HAMERNIA;MAZOWIECKIE;96-325;042;;;;;;     0 ;     0 
HELENOWO;MAZOWIECKIE;09-216;024;;;;;;     0 ;     0 
HELEN”W;MAZOWIECKIE;05-200;022;;;;;;     0 ;     0 
HELEN”W;MAZOWIECKIE;27-304;048;;;;;;     0 ;     0 
HELEN”W;MAZOWIECKIE;09-504;024;;;;;;     0 ;     0 
HELEN”W;MAZOWIECKIE;05-326;025;;;;;;     0 ;     0 
HELEN”W;MAZOWIECKIE;26-903;048;;;;;;     0 ;     0 
HELEN”W;MAZOWIECKIE;09-550;024;;;;;;     0 ;     0 
HELEN”WKA;MAZOWIECKIE;26-700;048;;;;;;     0 ;     0 
HENRYK”W;MAZOWIECKIE;05-504;022;;;;;;     0 ;     0 
HENRYK”W;MAZOWIECKIE;26-903;048;;;;;;     0 ;     0 
HERMAN”W;MAZOWIECKIE;07-104;025;;;;;;     0 ;     0 
HIPOLIT”W;MAZOWIECKIE;96-318;042;;;;;;     0 ;     0 
HIPOLIT”W;MAZOWIECKIE;05-074;022;;;;;;     0 ;     0 
HOLENDRY;MAZOWIECKIE;96-314;042;;;;;;     0 ;     0 
