MIASTO;Region;KOD POCZTOWY;NR_KIER;ULICA;PARZYSTE_OD;PARZYSTE_DO;NIEPARZYSTE_OD;NIEPARZYSTE_DO;POD;NOD
WOLA M•KOLSKA;£”DZKIE;95-015;042;;;;;;     0 ;     0 
WOLA MIKORSKA;£”DZKIE;97-400;044;;;;;;     0 ;     0 
WOLA MI£KOWSKA;£”DZKIE;98-213;043;;;;;;     0 ;     0 
WOLA MOSZCZENICKA;£”DZKIE;97-310;044;;;;;;     0 ;     0 
WOLA NIECHCICKA;£”DZKIE;97-341;044;;;;;;     0 ;     0 
WOLA NOWSKA;£”DZKIE;99-340;024;;;;;;     0 ;     0 
WOLA P KOSZEWSKA;£”DZKIE;96-108;042;;;;;;     0 ;     0 
WOLA PIEROWA;£”DZKIE;99-350;024;;;;;;     0 ;     0 
WOLA PROSPEROWA;£”DZKIE;99-322;024;;;;;;     0 ;     0 
WOLA PRZEDMIEJSKA;£”DZKIE;99-210;043;;;;;;     0 ;     0 
WOLA PRZER BSKA;£”DZKIE;97-514;044;;;;;;     0 ;     0 
WOLA PSZCZ”£ECKA;£”DZKIE;97-424;044;;;;;;     0 ;     0 
WOLA RACIBOROWSKA;£”DZKIE;99-307;024;;;;;;     0 ;     0 
WOLA RAKOWA;£”DZKIE;95-006;042;;;;;;     0 ;     0 
WOLA ROèNIATOWSKA;£”DZKIE;97-403;044;;;;;;     0 ;     0 
WOLA ROØKOWA;£”DZKIE;97-524;044;;;;;;     0 ;     0 
WOLA ST POWSKA;£”DZKIE;99-412;042;;;;;;     0 ;     0 
WOLA STRYJEWSKA;£”DZKIE;98-103;043;;;;;;     0 ;     0 
WOLA SYPI—SKA;£”DZKIE;99-232;043;;;;;;     0 ;     0 
WOLA SZCZAWIE—SKA;£”DZKIE;98-260;043;;;;;;     0 ;     0 
WOLA SZKUCKA;£”DZKIE;97-568;044;;;;;;     0 ;     0 
WOLA åWINIECKA;£”DZKIE;99-140;024;;;;;;     0 ;     0 
WOLA T£OMAKOWA;£”DZKIE;98-215;043;;;;;;     0 ;     0 
WOLA W ØYKOWA;£”DZKIE;98-160;043;;;;;;     0 ;     0 
WOLA WIADERNO;£”DZKIE;97-200;044;;;;;;     0 ;     0 
WOLA WI•ZOWA;£”DZKIE;98-359;043;;;;;;     0 ;     0 
WOLA WIEWIECKA;£”DZKIE;98-604;062;;;;;;     0 ;     0 
WOLA WYDRZNA;£”DZKIE;97-520;044;;;;;;     0 ;     0 
WOLA WYSOKA;£”DZKIE;96-116;042;;;;;;     0 ;     0 
WOLA ZAD•BROWSKA;£”DZKIE;98-213;043;;;;;;     0 ;     0 
WOLA ZALESKA;£”DZKIE;99-232;043;;;;;;     0 ;     0 
WOLA ZA£ ØNA;£”DZKIE;26-300;044;;;;;;     0 ;     0 
WOLA ZARADZY—SKA;£”DZKIE;95-054;042;;;;;;     0 ;     0 
WOLA ZBROØKOWA;£”DZKIE;95-015;042;;;;;;     0 ;     0 
WOLA ØYCI—SKA;£”DZKIE;97-526;044;;;;;;     0 ;     0 
WOLA ØYTOWSKA;£”DZKIE;95-200;042;;;;;;     0 ;     0 
WOLB”RZ;£”DZKIE;97-320;044;;;;;;     0 ;     0 
WOLE—;£”DZKIE;98-235;043;;;;;;     0 ;     0 
WOLICA;£”DZKIE;26-334;044;;;;;;     0 ;     0 
WOLICA;£”DZKIE;97-410;044;;;;;;     0 ;     0 
WOLNICA GRABOWSKA;£”DZKIE;98-260;043;;;;;;     0 ;     0 
WOLNICA NIECHMIROWSKA;£”DZKIE;98-260;043;;;;;;     0 ;     0 
WOLSKA KOLONIA;£”DZKIE;99-312;024;;;;;;     0 ;     0 
WO£ODRZA;£”DZKIE;99-350;024;;;;;;     0 ;     0 
WO£UCZA;£”DZKIE;96-204;042;;;;;;     0 ;     0 
WO£Y—;£”DZKIE;95-002;042;;;;;;     0 ;     0 
WOèNIKI;£”DZKIE;97-565;044;;;;;;     0 ;     0 
WOèNIKI;£”DZKIE;98-161;043;;;;;;     0 ;     0 
WOèNIKI;£”DZKIE;99-205;043;;;;;;     0 ;     0 
WOèNIKI K PIOTRKOWA TRYBUNALSKIEGO;£”DZKIE;97-375;044;;;;;;     0 ;     0 
WOØNIKI K PIOTRKOWA TRYBUNALSKIEGO;£”DZKIE;97-375;044;;;;;;     0 ;     0 
W”DKA;£”DZKIE;90-900;042;;;;;;     0 ;     0 
W”JCICE;£”DZKIE;98-235;043;;;;;;     0 ;     0 
W”JCICE MA£E;£”DZKIE;98-235;043;;;;;;     0 ;     0 
W”JCICE WIELKIE;£”DZKIE;98-235;043;;;;;;     0 ;     0 
W”JCIN;£”DZKIE;26-333;044;;;;;;     0 ;     0 
W”JCIN;£”DZKIE;98-431;062;;;;;;     0 ;     0 
W”JCIN K BOLES£AWCA;£”DZKIE;98-431;062;;;;;;     0 ;     0 
W”JCINEK;£”DZKIE;98-212;043;;;;;;     0 ;     0 
W”JCI— K BOLES£AWCA;£”DZKIE;98-431;062;;;;;;     0 ;     0 
W”LKA;£”DZKIE;99-200;043;;;;;;     0 ;     0 
W”LKA;£”DZKIE;99-220;043;;;;;;     0 ;     0 
W”LKA BABSKA;£”DZKIE;96-205;042;;;;;;     0 ;     0 
W”LKA BANKOWA;£”DZKIE;97-525;044;;;;;;     0 ;     0 
W”LKA DOBROMIROWA;£”DZKIE;26-305;044;;;;;;     0 ;     0 
W”LKA JAGIELCZY—SKA;£”DZKIE;97-216;044;;;;;;     0 ;     0 
W”LKA JERUZALSKA;£”DZKIE;96-107;042;;;;;;     0 ;     0 
W”LKA KARWICKA;£”DZKIE;26-305;044;;;;;;     0 ;     0 
W”LKA KLONOWSKA;£”DZKIE;98-277;043;;;;;;     0 ;     0 
W”LKA KULIGOWSKA;£”DZKIE;26-315;044;;;;;;     0 ;     0 
W”LKA LESIEWSKA;£”DZKIE;96-230;042;;;;;;     0 ;     0 
W”LKA £ASIECKA;£”DZKIE;99-417;042;;;;;;     0 ;     0 
W”LKA £ KAWSKA;£”DZKIE;97-412;044;;;;;;     0 ;     0 
W”LKA PRUSICKA;£”DZKIE;98-603;062;;;;;;     0 ;     0 
WR CZYCA;£”DZKIE;98-600;062;;;;;;     0 ;     0 
WROCZYNY;£”DZKIE;99-332;024;;;;;;     0 ;     0 
WRONIAWY;£”DZKIE;98-215;043;;;;;;     0 ;     0 
WRONIK”W;£”DZKIE;97-340;044;;;;;;     0 ;     0 
WRONOWICE;£”DZKIE;98-100;043;;;;;;     0 ;     0 
WRO—SKO;£”DZKIE;98-313;043;;;;;;     0 ;     0 
WR”BLEW;£”DZKIE;95-038;042;;;;;;     0 ;     0 
WR”BLEW;£”DZKIE;98-285;043;;;;;;     0 ;     0 
WR”BLEW;£”DZKIE;98-346;043;;;;;;     0 ;     0 
WRZ•CA;£”DZKIE;98-135;043;;;;;;     0 ;     0 
WRZECZKO;£”DZKIE;99-420;042;;;;;;     0 ;     0 
WRZESZCZEWICE;£”DZKIE;98-104;043;;;;;;     0 ;     0 
WYBOR”W;£”DZKIE;99-413;042;;;;;;     0 ;     0 
WYCHNY;£”DZKIE;99-340;024;;;;;;     0 ;     0 
WYCZEåNIAK;£”DZKIE;96-122;042;;;;;;     0 ;     0 
WYDRZYN;£”DZKIE;98-100;043;;;;;;     0 ;     0 
WYDRZYN;£”DZKIE;98-310;043;;;;;;     0 ;     0 
WYGAN”W;£”DZKIE;99-140;024;;;;;;     0 ;     0 
WYGIE£Z”W;£”DZKIE;97-424;044;;;;;;     0 ;     0 
WYGIE£Z”W;£”DZKIE;98-126;043;;;;;;     0 ;     0 
WYGNAN”W;£”DZKIE;26-305;044;;;;;;     0 ;     0 
WYGNAN”W;£”DZKIE;26-332;044;;;;;;     0 ;     0 
WYGODA;£”DZKIE;97-371;044;;;;;;     0 ;     0 
WYGODA;£”DZKIE;99-400;042;;;;;;     0 ;     0 
WYGODA MIKO£AJEWSKA;£”DZKIE;98-135;043;;;;;;     0 ;     0 
WYGWIZD”W;£”DZKIE;97-423;044;;;;;;     0 ;     0 
WYKNO;£”DZKIE;97-319;044;;;;;;     0 ;     0 
WYPYCH”W;£”DZKIE;95-100;042;;;;;;     0 ;     0 
WYSKOKI;£”DZKIE;95-010;042;;;;;;     0 ;     0 
WYSOKA WIELKA;£”DZKIE;99-332;024;;;;;;     0 ;     0 
WYSOKIENICE;£”DZKIE;96-130;042;;;;;;     0 ;     0 
WYSZAN”W;£”DZKIE;98-402;062;;;;;;     0 ;     0 
ZAB£OCIE;£”DZKIE;96-212;042;;;;;;     0 ;     0 
ZABOR”W;£”DZKIE;97-306;044;;;;;;     0 ;     0 
ZABOR”W DRUGI;£”DZKIE;97-200;044;;;;;;     0 ;     0 
ZABOR”W NOWY;£”DZKIE;97-200;044;;;;;;     0 ;     0 
ZABOR”W PIERWSZY;£”DZKIE;97-200;044;;;;;;     0 ;     0 
ZABOR”W STARY;£”DZKIE;97-200;044;;;;;;     0 ;     0 
ZABOST”W;£”DZKIE;99-436;042;;;;;;     0 ;     0 
ZACHORZ”W;£”DZKIE;26-331;044;;;;;;     0 ;     0 
ZACYWILKI;£”DZKIE;96-135;042;;;;;;     0 ;     0 
ZADZIM;£”DZKIE;99-232;043;;;;;;     0 ;     0 
ZAGAJ;£”DZKIE;99-122;024;;;;;;     0 ;     0 
ZAGAJEW;£”DZKIE;98-290;043;;;;;;     0 ;     0 
ZAG”RCZE;£”DZKIE;98-276;043;;;;;;     0 ;     0 
ZAG”RZE;£”DZKIE;96-200;042;;;;;;     0 ;     0 
ZAG”RZE;£”DZKIE;97-525;044;;;;;;     0 ;     0 
ZAJ•CZK”W;£”DZKIE;26-343;044;;;;;;     0 ;     0 
ZAKRZEW;£”DZKIE;96-230;042;;;;;;     0 ;     0 
ZAKRZEW;£”DZKIE;97-311;044;;;;;;     0 ;     0 
ZAKRZEW;£”DZKIE;98-213;043;;;;;;     0 ;     0 
ZAKRZEW;£”DZKIE;99-424;042;;;;;;     0 ;     0 
ZAKRZEW WIELKI;£”DZKIE;97-512;044;;;;;;     0 ;     0 
ZAKRZ”W;£”DZKIE;26-307;044;;;;;;     0 ;     0 
ZAKRZ”WEK;£”DZKIE;97-500;044;;;;;;     0 ;     0 
ZAKRZ”WEK SZLACHECKI;£”DZKIE;97-562;044;;;;;;     0 ;     0 
ZAKULIN;£”DZKIE;99-420;042;;;;;;     0 ;     0 
ZALESIAKI;£”DZKIE;98-355;043;;;;;;     0 ;     0 
ZALESICE;£”DZKIE;97-565;044;;;;;;     0 ;     0 
ZALESIE;£”DZKIE;96-116;042;;;;;;     0 ;     0 
ZALESIE;£”DZKIE;96-140;042;;;;;;     0 ;     0 
ZALESIE;£”DZKIE;97-402;044;;;;;;     0 ;     0 
ZALESIE;£”DZKIE;97-514;044;;;;;;     0 ;     0 
ZA£ CZE MA£E;£”DZKIE;98-334;043;;;;;;     0 ;     0 
ZA£ CZE WIELKIE;£”DZKIE;98-334;043;;;;;;     0 ;     0 
ZA£USIN;£”DZKIE;99-313;024;;;;;;     0 ;     0 
ZAMIARY;£”DZKIE;99-412;042;;;;;;     0 ;     0 
ZAM£YNIE;£”DZKIE;98-334;043;;;;;;     0 ;     0 
ZAMOåCIE;£”DZKIE;97-400;044;;;;;;     0 ;     0 
ZAMOåCIE;£”DZKIE;98-604;062;;;;;;     0 ;     0 
ZAMOå∆;£”DZKIE;97-318;044;;;;;;     0 ;     0 
ZAPADY;£”DZKIE;96-126;042;;;;;;     0 ;     0 
ZAPOLE;£”DZKIE;98-200;043;;;;;;     0 ;     0 
ZAPOLICE;£”DZKIE;97-512;044;;;;;;     0 ;     0 
ZAPOLICE;£”DZKIE;98-161;043;;;;;;     0 ;     0 
ZAPOLICE;£”DZKIE;98-541;062;;;;;;     0 ;     0 
ZAPUSTA MA£A;£”DZKIE;98-200;043;;;;;;     0 ;     0 
ZAPUSTA WIELKA;£”DZKIE;98-291;043;;;;;;     0 ;     0 
ZAR B”W;£”DZKIE;99-320;024;;;;;;     0 ;     0 
ZARZECZE;£”DZKIE;97-415;044;;;;;;     0 ;     0 
ZARZ CIN;£”DZKIE;26-342;044;;;;;;     0 ;     0 
ZATOR;£”DZKIE;96-122;042;;;;;;     0 ;     0 
ZAWADA;£”DZKIE;97-200;044;;;;;;     0 ;     0 
ZAWADA;£”DZKIE;99-151;024;;;;;;     0 ;     0 
ZAWAD”W;£”DZKIE;97-412;044;;;;;;     0 ;     0 
ZAWADY;£”DZKIE;96-108;042;;;;;;     0 ;     0 
ZAWADY;£”DZKIE;96-133;042;;;;;;     0 ;     0 
ZAWADY;£”DZKIE;96-233;042;;;;;;     0 ;     0 
ZAWADY;£”DZKIE;97-400;044;;;;;;     0 ;     0 
ZAWADY;£”DZKIE;98-235;043;;;;;;     0 ;     0 
ZAWADY;£”DZKIE;99-400;042;;;;;;     0 ;     0 
ZBOROWSKIE;£”DZKIE;98-220;043;;;;;;     0 ;     0 
ZBOR”W;£”DZKIE;98-170;043;;;;;;     0 ;     0 
ZB”JNO;£”DZKIE;97-568;044;;;;;;     0 ;     0 
ZBYLCZYCE;£”DZKIE;99-140;024;;;;;;     0 ;     0 
ZBY£OWICE;£”DZKIE;97-517;044;;;;;;     0 ;     0 
ZDROWA;£”DZKIE;42-270;034;;;;;;     0 ;     0 
ZDRZYCH”W;£”DZKIE;99-205;043;;;;;;     0 ;     0 
ZDUNY;£”DZKIE;99-142;024;;;;;;     0 ;     0 
ZDUNY;£”DZKIE;99-441;042;;;;;;     0 ;     0 
ZDUNY K £OWICZA;£”DZKIE;99-440;042;;;;;;     0 ;     0 
ZDU—SKA WOLA;£”DZKIE;98-220;043;;;;;;     0 ;     0 
ZDU—SKA WOLA;£”DZKIE;98-225;043;;;;;;     0 ;     0 
ZDU—SKA WOLA;£”DZKIE;98-230;043;;;;;;     0 ;     0 
ZDU—SKA WOLA;£”DZKIE;98-231;043;;;;;;     0 ;     0 
ZDU—SKA WOLA;£”DZKIE;98-250;043;;;;;;     0 ;     0 
ZDU—SKA WOLA;£”DZKIE;98-500;062;;;;;;     0 ;     0 
ZDYSZEWICE;£”DZKIE;26-330;044;;;;;;     0 ;     0 
ZDZIESZULICE G”RNE;£”DZKIE;97-400;044;;;;;;     0 ;     0 
ZEL”W;£”DZKIE;97-425;044;;;;;;     0 ;     0 
ZEL”WEK;£”DZKIE;97-425;044;;;;;;     0 ;     0 
ZGIERZ;£”DZKIE;95-100;042;;;;;;     0 ;     0 
ZGIERZ;£”DZKIE;95-101;042;;;;;;     0 ;     0 
ZGIERZ;£”DZKIE;95-102;042;;;;;;     0 ;     0 
ZGIERZ;£”DZKIE;95-103;042;;;;;;     0 ;     0 
ZGIERZ;£”DZKIE;95-110;042;;;;;;     0 ;     0 
ZGLINNA DUØA;£”DZKIE;96-115;042;;;;;;     0 ;     0 
ZGLINNA MA£A;£”DZKIE;96-115;042;;;;;;     0 ;     0 
ZGODA;£”DZKIE;99-423;042;;;;;;     0 ;     0 
ZG”RZE;£”DZKIE;99-352;024;;;;;;     0 ;     0 
ZI•BKI;£”DZKIE;99-417;042;;;;;;     0 ;     0 
ZIELENIEC;£”DZKIE;99-350;024;;;;;;     0 ;     0 
ZIELENIEW;£”DZKIE;99-332;024;;;;;;     0 ;     0 
ZIEL CIN;£”DZKIE;97-518;044;;;;;;     0 ;     0 
ZIEL CIN;£”DZKIE;98-213;043;;;;;;     0 ;     0 
ZIELKOWICE;£”DZKIE;99-400;042;;;;;;     0 ;     0 
ZIEMIARY;£”DZKIE;99-417;042;;;;;;     0 ;     0 
ZIEMI CIN;£”DZKIE;98-215;043;;;;;;     0 ;     0 
ZIEWANICE;£”DZKIE;95-015;042;;;;;;     0 ;     0 
ZI B”W;£”DZKIE;26-313;044;;;;;;     0 ;     0 
ZLESZYN;£”DZKIE;99-311;024;;;;;;     0 ;     0 
Z£AK”W BOROWY;£”DZKIE;99-441;042;;;;;;     0 ;     0 
Z£AK”W KOåCIELNY;£”DZKIE;99-441;042;;;;;;     0 ;     0 
Z£AK”W NOWY;£”DZKIE;99-441;042;;;;;;     0 ;     0 
Z£OCZEW K SIERADZA;£”DZKIE;98-270;043;;;;;;     0 ;     0 
Z£OTA;£”DZKIE;96-130;042;;;;;;     0 ;     0 
Z£OTNIKI;£”DZKIE;99-205;043;;;;;;     0 ;     0 
Z£OTOWIZNA;£”DZKIE;98-282;043;;;;;;     0 ;     0 
ZMOØNA WOLA;£”DZKIE;97-340;044;;;;;;     0 ;     0 
ZMYåLONA;£”DZKIE;98-345;043;;;;;;     0 ;     0 
ZOFI”W;£”DZKIE;96-230;042;;;;;;     0 ;     0 
ZOFI”WKA;£”DZKIE;97-402;044;;;;;;     0 ;     0 
ZR BIEC;£”DZKIE;97-524;044;;;;;;     0 ;     0 
ZUBKI DUØE;£”DZKIE;97-216;044;;;;;;     0 ;     0 
ZUBKI MA£E;£”DZKIE;97-216;044;;;;;;     0 ;     0 
ZUZOWY;£”DZKIE;97-570;044;;;;;;     0 ;     0 
ZWIERZYNIEC DUØY;£”DZKIE;97-402;044;;;;;;     0 ;     0 
ZYGRY;£”DZKIE;99-232;043;;;;;;     0 ;     0 
ØABIK”W;£”DZKIE;99-319;024;;;;;;     0 ;     0 
ØACHTA;£”DZKIE;97-375;044;;;;;;     0 ;     0 
ØAGLINY;£”DZKIE;98-160;043;;;;;;     0 ;     0 
ØAKOWICE;£”DZKIE;99-314;024;;;;;;     0 ;     0 
ØAKOWIEC;£”DZKIE;99-352;024;;;;;;     0 ;     0 
ØAR;£”DZKIE;97-415;044;;;;;;     0 ;     0 
ØARNOWICA DUØA;£”DZKIE;97-322;044;;;;;;     0 ;     0 
ØARN”W;£”DZKIE;26-330;044;;;;;;     0 ;     0 
Ø•D£OWICE;£”DZKIE;97-215;044;;;;;;     0 ;     0 
ØDØARY;£”DZKIE;98-430;062;;;;;;     0 ;     0 
ØELAZNA;£”DZKIE;96-116;042;;;;;;     0 ;     0 
ØELAZNA;£”DZKIE;96-208;042;;;;;;     0 ;     0 
ØELAZOWICE;£”DZKIE;26-307;044;;;;;;     0 ;     0 
ØELECHLINEK;£”DZKIE;97-226;044;;;;;;     0 ;     0 
ØELIS£AW;£”DZKIE;98-235;043;;;;;;     0 ;     0 
ØERECHOWA;£”DZKIE;97-351;044;;;;;;     0 ;     0 
ØEROMIN;£”DZKIE;97-315;044;;;;;;     0 ;     0 
ØERONICE;£”DZKIE;99-313;024;;;;;;     0 ;     0 
Ø£OBNICA;£”DZKIE;97-410;044;;;;;;     0 ;     0 
ØUCHOWICE;£”DZKIE;97-341;044;;;;;;     0 ;     0 
ØURAW;£”DZKIE;98-278;043;;;;;;     0 ;     0 
ØURAWKA;£”DZKIE;96-230;042;;;;;;     0 ;     0 
ØYCHLIN;£”DZKIE;99-320;024;;;;;;     0 ;     0 
ØYTNO;£”DZKIE;42-268;034;;;;;;     0 ;     0 
ØYTOWICE;£”DZKIE;95-200;042;;;;;;     0 ;     0 
ØYWOCIN;£”DZKIE;97-320;044;;;;;;     0 ;     0 
ABRAMOWICE;MA£OPOLSKIE;34-623;018;;;;;;     0 ;     0 
ADAMIERZ;MA£OPOLSKIE;33-210;014;;;;;;     0 ;     0 
ADAMKOWA ROLA;MA£OPOLSKIE;34-211;033;;;;;;     0 ;     0 
ADAMOWICE;MA£OPOLSKIE;32-097;012;;;;;;     0 ;     0 
ADOLFIN;MA£OPOLSKIE;32-600;033;;;;;;     0 ;     0 
ADOLFIN”W;MA£OPOLSKIE;32-200;041;;;;;;     0 ;     0 
AKSAMITY;MA£OPOLSKIE;34-730;018;;;;;;     0 ;     0 
ALEKSANDROWICE;MA£OPOLSKIE;32-084;012;;;;;;     0 ;     0 
ALEKSANDR”WKA;MA£OPOLSKIE;33-300;018;;;;;;     0 ;     0 
ALWERNIA;MA£OPOLSKIE;32-066;012;;;;;;     0 ;     0 
ANCZYK”WKA;MA£OPOLSKIE;32-864;014;;;;;;     0 ;     0 
ANDRYCH”W;MA£OPOLSKIE;34-120;033;;;;;;     0 ;     0 
ANDRYCH”W;MA£OPOLSKIE;34-121;033;;;;;;     0 ;     0 
ANDRZEJ”WKA;MA£OPOLSKIE;32-436;012;;;;;;     0 ;     0 
ANDRZEJ”WKA;MA£OPOLSKIE;33-360;018;;;;;;     0 ;     0 
ANIO£OWIE;MA£OPOLSKIE;34-424;018;;;;;;     0 ;     0 
ANN”W;MA£OPOLSKIE;33-230;014;;;;;;     0 ;     0 
ANTOLKA;MA£OPOLSKIE;32-206;041;;;;;;     0 ;     0 
ANTONIN;MA£OPOLSKIE;32-095;012;;;;;;     0 ;     0 
ANTONI”W;MA£OPOLSKIE;34-625;018;;;;;;     0 ;     0 
ANTON”W;MA£OPOLSKIE;32-075;012;;;;;;     0 ;     0 
ANTON”WKA;MA£OPOLSKIE;32-045;012;;;;;;     0 ;     0 
APOLINARY;MA£OPOLSKIE;33-235;014;;;;;;     0 ;     0 
AUGUSTYN”W;MA£OPOLSKIE;32-250;041;;;;;;     0 ;     0 
AZORY;MA£OPOLSKIE;30-900;012;;;;;;     0 ;     0 
BABI KONIEC;MA£OPOLSKIE;32-067;012;;;;;;     0 ;     0 
BABIA G”RA;MA£OPOLSKIE;32-095;012;;;;;;     0 ;     0 
BABIA G”RA;MA£OPOLSKIE;32-400;012;;;;;;     0 ;     0 
BABIA G”RA;MA£OPOLSKIE;33-128;014;;;;;;     0 ;     0 
BABIA G”RA;MA£OPOLSKIE;33-180;014;;;;;;     0 ;     0 
BABIA G”RA;MA£OPOLSKIE;34-654;018;;;;;;     0 ;     0 
BABIARZE;MA£OPOLSKIE;34-424;018;;;;;;     0 ;     0 
BABICA;MA£OPOLSKIE;32-004;012;;;;;;     0 ;     0 
BABICA;MA£OPOLSKIE;34-103;033;;;;;;     0 ;     0 
BABICE;MA£OPOLSKIE;32-600;033;;;;;;     0 ;     0 
BABIK;MA£OPOLSKIE;33-389;018;;;;;;     0 ;     0 
BABINA;MA£OPOLSKIE;32-020;012;;;;;;     0 ;     0 
BABINY;MA£OPOLSKIE;32-020;012;;;;;;     0 ;     0 
BABONI”WKA;MA£OPOLSKIE;33-180;014;;;;;;     0 ;     0 
BACA;MA£OPOLSKIE;34-210;033;;;;;;     0 ;     0 
BACHLED”WKA;MA£OPOLSKIE;34-500;018;;;;;;     0 ;     0 
BACHMATY;MA£OPOLSKIE;33-388;018;;;;;;     0 ;     0 
BACHNACIE;MA£OPOLSKIE;33-388;018;;;;;;     0 ;     0 
BACHOROWICE;MA£OPOLSKIE;34-114;033;;;;;;     0 ;     0 
BACHOWICE;MA£OPOLSKIE;34-116;033;;;;;;     0 ;     0 
BACH”WKI;MA£OPOLSKIE;33-113;014;;;;;;     0 ;     0 
BACZK”W;MA£OPOLSKIE;32-008;012;;;;;;     0 ;     0 
BACZK”W WIEå;MA£OPOLSKIE;32-008;012;;;;;;     0 ;     0 
BACZYN;MA£OPOLSKIE;32-084;012;;;;;;     0 ;     0 
BACZYN;MA£OPOLSKIE;34-211;033;;;;;;     0 ;     0 
BADONIE;MA£OPOLSKIE;38-311;018;;;;;;     0 ;     0 
BAGIENKI;MA£OPOLSKIE;32-050;012;;;;;;     0 ;     0 
BAGIENNA;MA£OPOLSKIE;32-070;012;;;;;;     0 ;     0 
BAGNA;MA£OPOLSKIE;32-218;041;;;;;;     0 ;     0 
BAGNA;MA£OPOLSKIE;32-744;014;;;;;;     0 ;     0 
BAGNA;MA£OPOLSKIE;32-862;014;;;;;;     0 ;     0 
BAGNA;MA£OPOLSKIE;34-120;033;;;;;;     0 ;     0 
BAGNO;MA£OPOLSKIE;32-050;012;;;;;;     0 ;     0 
BAGNO;MA£OPOLSKIE;32-310;032;;;;;;     0 ;     0 
BAGNO;MA£OPOLSKIE;32-700;014;;;;;;     0 ;     0 
BAGNO;MA£OPOLSKIE;32-800;014;;;;;;     0 ;     0 
BAGNO;MA£OPOLSKIE;32-851;014;;;;;;     0 ;     0 
BAGNO;MA£OPOLSKIE;32-862;014;;;;;;     0 ;     0 
BAGNO;MA£OPOLSKIE;33-171;014;;;;;;     0 ;     0 
BAJD”W;MA£OPOLSKIE;32-713;014;;;;;;     0 ;     0 
BAJKA;MA£OPOLSKIE;32-008;012;;;;;;     0 ;     0 
BAJKA;MA£OPOLSKIE;32-009;012;;;;;;     0 ;     0 
BALICE;MA£OPOLSKIE;32-083;012;;;;;;     0 ;     0 
BALICE K KRAKOWA;MA£OPOLSKIE;32-083;012;;;;;;     0 ;     0 
BALIN;MA£OPOLSKIE;32-500;032;;;;;;     0 ;     0 
BALIN MA£Y;MA£OPOLSKIE;32-500;032;;;;;;     0 ;     0 
BA£AØ”WKA;MA£OPOLSKIE;33-314;018;;;;;;     0 ;     0 
BANICA;MA£OPOLSKIE;38-313;018;;;;;;     0 ;     0 
BA—SKA;MA£OPOLSKIE;34-424;018;;;;;;     0 ;     0 
BA—SKA NIØNA;MA£OPOLSKIE;34-424;018;;;;;;     0 ;     0 
BA—SKA WYØNA;MA£OPOLSKIE;34-424;018;;;;;;     0 ;     0 
BARANOWIEC;MA£OPOLSKIE;33-336;018;;;;;;     0 ;     0 
BARAN”W;MA£OPOLSKIE;32-010;012;;;;;;     0 ;     0 
BARAN”WKA PRZYS;MA£OPOLSKIE;32-001;012;;;;;;     0 ;     0 
BARBARKA;MA£OPOLSKIE;32-046;012;;;;;;     0 ;     0 
BARCICE;MA£OPOLSKIE;33-342;018;;;;;;     0 ;     0 
BARCICE DOLNE;MA£OPOLSKIE;33-342;018;;;;;;     0 ;     0 
BARCZK”W;MA£OPOLSKIE;32-713;014;;;;;;     0 ;     0 
BARNOWIEC;MA£OPOLSKIE;33-336;018;;;;;;     0 ;     0 
BARTKOWA;MA£OPOLSKIE;33-300;018;;;;;;     0 ;     0 
BARTNIA G”RA;MA£OPOLSKIE;38-311;018;;;;;;     0 ;     0 
BARWALD G”RNY;MA£OPOLSKIE;34-130;033;;;;;;     0 ;     0 
BARWA£D DOLNY;MA£OPOLSKIE;34-124;033;;;;;;     0 ;     0 
BARWA£D åREDNI;MA£OPOLSKIE;34-124;033;;;;;;     0 ;     0 
BATOWICE;MA£OPOLSKIE;32-001;012;;;;;;     0 ;     0 
B•CZA KUNINA;MA£OPOLSKIE;33-335;018;;;;;;     0 ;     0 
B•CZA£KA;MA£OPOLSKIE;33-124;014;;;;;;     0 ;     0 
BE£DNO;MA£OPOLSKIE;32-731;014;;;;;;     0 ;     0 
BENCZYN;MA£OPOLSKIE;32-051;012;;;;;;     0 ;     0 
BEREST;MA£OPOLSKIE;33-385;018;;;;;;     0 ;     0 
BESS”W;MA£OPOLSKIE;32-713;014;;;;;;     0 ;     0 
B B£O;MA£OPOLSKIE;32-047;012;;;;;;     0 ;     0 
B CZARKA;MA£OPOLSKIE;32-444;012;;;;;;     0 ;     0 
B DKOWICE;MA£OPOLSKIE;32-082;012;;;;;;     0 ;     0 
B DZIESZYNA;MA£OPOLSKIE;32-860;014;;;;;;     0 ;     0 
BIADOLINY RAD£OWSKIE;MA£OPOLSKIE;32-828;014;;;;;;     0 ;     0 
BIADOLINY SZLACHECKIE;MA£OPOLSKIE;32-828;014;;;;;;     0 ;     0 
BIA£A;MA£OPOLSKIE;33-131;014;;;;;;     0 ;     0 
BIA£A NIØNA;MA£OPOLSKIE;33-330;018;;;;;;     0 ;     0 
BIA£A WODA;MA£OPOLSKIE;33-312;018;;;;;;     0 ;     0 
BIA£A WODA;MA£OPOLSKIE;34-460;018;;;;;;     0 ;     0 
BIA£A WYØNA;MA£OPOLSKIE;33-330;018;;;;;;     0 ;     0 
BIA£KA;MA£OPOLSKIE;34-220;033;;;;;;     0 ;     0 
BIA£KA;MA£OPOLSKIE;34-405;018;;;;;;     0 ;     0 
